,PC1,PC2,PC3
AML:sample447,0.000271257,-0.000204591,-0.000486897
LUSC:sample448,-7.03E-05,-6.77E-05,0.00062611
AML:sample449,0.000246947,-0.000303762,-0.000611037
LUAD:sample450,-0.000126615,-9.06E-05,-0.000348681
LUSC:sample451,-7.43E-05,0.000345453,-0.000650056
LUSC:sample452,-7.27E-05,-7.09E-05,0.000132823
LUAD:sample453,-8.39E-05,-0.000208432,-0.000129202
LUAD:sample454,-6.51E-05,0.000357931,0.000121817
LUSC:sample455,-9.12E-05,-0.000160957,-0.000215321
LUSC:sample456,-7.81E-05,-1.17E-05,0.000825792
LUAD:sample457,-6.30E-05,-0.000125148,0.000471779
LUAD:sample458,-9.33E-05,0.000143387,-0.00025433
LUSC:sample459,-0.000107798,-0.000567605,0.000307999
AML:sample460,0.000271537,-0.000486966,-0.00087363
AML:sample461,0.000303584,-0.000101787,-4.70E-05
LUSC:sample462,-9.08E-05,-0.000640792,0.000311445
LUAD:sample463,-5.66E-05,0.000206734,0.000353054
LUAD:sample464,-4.27E-05,0.000715734,3.53E-05
LUAD:sample465,-5.29E-05,0.000583154,0.000215017
LUSC:sample466,-6.81E-05,-0.000264513,-1.87E-05
AML:sample467,0.00025143,-0.000129009,-0.000150358
LUAD:sample468,-0.000133366,-5.80E-05,-0.000304449
LUAD:sample469,-5.03E-05,0.000364888,0.000267801
AML:sample470,0.000309679,-0.00026378,-0.000255457
LUAD:sample471,-7.50E-05,0.000553661,0.0001456
LUAD:sample472,-7.05E-05,0.000375455,0.000167793
LUSC:sample473,-0.000133516,0.000329191,-0.000921349
LUSC:sample474,-0.000103317,-0.000538193,0.000237357
LUSC:sample475,-0.000100716,-0.00041869,5.22E-05
LUAD:sample476,-8.36E-05,0.000207124,-0.000307146
LAML:sample477,0.000277774,0.000235575,8.91E-05
AML:sample478,0.000277325,-0.000356803,-0.000432577
